name,category,latitude,longitude,city,borough,street,postal_code,state,region,review_rating,review_count,open_hours,open_hours_monday,open_hours_tuesday,open_hours_wednesday,open_hours_thursday,open_hours_friday,open_hours_saturday,open_hours_sunday,price_range,has_toilet,has_restaurant,wheelchair_accessible,good_for_kids,good_for_kids_birthday,has_parking,has_free_parking,requires_appointment,tickets_in_advance,outdoor_seating,delivery_available,dine_in,great_coffee,great_food,cash_only,google_maps_url,source,popularity_score,restaurant_id
Nuju Coffee Sagan Yogyakarta | Coffee Shop Yogyakarta,Coffee shop,-7.779008,110.379478,Yogyakarta City,"Terban, Gondokusuman","69CH+9Q5, Jl. Prof. Dr. Ir. Herman Johannes No.1030",55223,Special Region of Yogyakarta,Yogyakarta,4.9,1921,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Nuju+Coffee+Sagan+Yogyakarta+%7C+Coffee+Shop+Yogyakarta/data=!4m7!3m6!1s0x2e7a59007d7675c7:0xe4c96ce63eaf450c!8m2!3d-7.7790085!4d110.3794778!16s%2Fg%2F11yb695g9m!19sChIJx3V2fQBZei4RDEWvPuZsyeQ?authuser=0&hl=en&rclk=1,google_maps,0.8507,0x2e7a59007d7675c7_0xe4c96ce63eaf450c
Magistra Coffee FIB,Cafe,-7.772196,110.378414,Sleman Regency,"Sagan, Caturtunggal, Depok",Jl. Bhinneka Tunggal Ika,55281,Special Region of Yogyakarta,Yogyakarta,4.7,53,Sen: 8.00 am–4.00 pm | Sel: 8.00 am–4.00 pm | Rab: 8.00 am–4.00 pm | Kam: 8.00 am–4.00 pm | Jum: 8.00 am–4.00 pm | Sab: Closed | Min: Closed,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,Closed,Closed,,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,https://www.google.com/maps/place/Magistra+Coffee+FIB/data=!4m7!3m6!1s0x2e7a59b4d8350efb:0xe3c2135af57219a0!8m2!3d-7.7721958!4d110.3784136!16s%2Fg%2F11c5zgz_m5!19sChIJ-w412LRZei4RoBly9VoTwuM?authuser=0&hl=en&rclk=1,google_maps,0.7019,0x2e7a59b4d8350efb_0xe3c2135af57219a0
CAPSLOCK COFFEE,Coffee shop,-7.760952,110.376603,Sleman Regency,"Pogung Kidul, Sinduadi, Mlati",Blk. A No.a15,55284,Special Region of Yogyakarta,Yogyakarta,4.5,347,Setiap hari: 9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,Rp 25–50K,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/CAPSLOCK+COFFEE/data=!4m7!3m6!1s0x2e7a595f2ab170d1:0x4f71923ea0674e41!8m2!3d-7.7609515!4d110.3766033!16s%2Fg%2F11kn78lgbd!19sChIJ0XCxKl9Zei4RQU5noD6ScU8?authuser=0&hl=en&rclk=1,google_maps,0.7432,0x2e7a595f2ab170d1_0x4f71923ea0674e41
28 Coffee Jakal,Coffee shop,-7.763005,110.37962,Sleman Regency,"Kocoran, Caturtunggal, Depok",Kaliurang St No.94,55281,Special Region of Yogyakarta,Yogyakarta,4.7,434,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 25–50K,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/28+Coffee+Jakal/data=!4m7!3m6!1s0x2e7a59a940c9e521:0x1853c80c4dc59059!8m2!3d-7.7630047!4d110.3796199!16s%2Fg%2F11v08tb1lt!19sChIJIeXJQKlZei4RWZDFTQzIUxg?authuser=0&hl=en&rclk=1,google_maps,0.775,0x2e7a59a940c9e521_0x1853c80c4dc59059
Hexagon Gelato & Coffee GIK UGM,Cafe,-7.772379,110.376068,Yogyakarta City,"Sendowo, Sinduadi, Mlati","GIK UGM Jl. Persatuan.76A, Sendowo, Terban, Kec. Gondokusuman, Kota",55281,Special Region of Yogyakarta,Yogyakarta,5.0,63,Setiap hari: 6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,Rp 25–50K,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,https://www.google.com/maps/place/Hexagon+Gelato+%26+Coffee+GIK+UGM/data=!4m7!3m6!1s0x2e7a590cb981579f:0xffc7fb646597b02a!8m2!3d-7.7723792!4d110.3760681!16s%2Fg%2F11mz7csgm3!19sChIJn1eBuQxZei4RKrCXZWT7x_8?authuser=0&hl=en&rclk=1,google_maps,0.7439,0x2e7a590cb981579f_0xffc7fb646597b02a
Seven Stones Coffee Shop,Coffee shop,-7.760292,110.379575,Sleman Regency,"Karang Wuni, Caturtunggal, Depok",Karang Wuni,55284,Special Region of Yogyakarta,Yogyakarta,4.6,1056,Setiap hari: 9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,Rp 25–50K,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Seven+Stones+Coffee+Shop/data=!4m7!3m6!1s0x2e7a59d60c507825:0x768cba27d4d30a5b!8m2!3d-7.7602921!4d110.379575!16s%2Fg%2F11ghs53mmp!19sChIJJXhQDNZZei4RWwrT1Ce6jHY?authuser=0&hl=en&rclk=1,google_maps,0.7939,0x2e7a59d60c507825_0x768cba27d4d30a5b
Bakpia Pathok 25 Pathok Jaya,Cake shop,-7.797367,110.361188,Yogyakarta City,Ngampilan,Jl. Karel Sasuit Tubun No.12-14,55261,Special Region of Yogyakarta,Yogyakarta,4.6,15037,Setiap hari: 6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,Rp 25–50K,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Pathok+25+Pathok+Jaya/data=!4m7!3m6!1s0x2e7a57e9ff14a8a3:0xa4b353ac5963f4a6!8m2!3d-7.7973672!4d110.3611879!16s%2Fg%2F11c61wccld!19sChIJo6gU_-lXei4RpvRjWaxTs6Q?authuser=0&hl=en&rclk=1,google_maps,0.8862,0x2e7a57e9ff14a8a3_0xa4b353ac5963f4a6
Bakpia Kukus Tugu Jogja Stasiun Tugu - Oleh oleh Khas Jogja,Cake shop,-7.789666,110.363148,Yogyakarta City,"Sosromenduran, Gedong Tengen",Jl. Pringgokusuman,55272,Special Region of Yogyakarta,Yogyakarta,4.6,1644,Setiap hari: 6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,Rp 25–50K,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Kukus+Tugu+Jogja+Stasiun+Tugu+-+Oleh+oleh+Khas+Jogja/data=!4m7!3m6!1s0x2e7a59d3161397bf:0x7aa3ce659418d66d!8m2!3d-7.7896656!4d110.3631484!16s%2Fg%2F11g4bfgj1l!19sChIJv5cTFtNZei4RbdYYlGXOo3o?authuser=0&hl=en&rclk=1,google_maps,0.8093,0x2e7a59d3161397bf_0x7aa3ce659418d66d
Bakpia Pathok 25 Pabrik Jaya,Cake shop,-7.796631,110.358039,Yogyakarta City,Ngampilan,Sanggrahan Pathuk,55261,Special Region of Yogyakarta,Yogyakarta,4.6,20977,Setiap hari: 6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,6.00 am–11.30 pm,Rp 25–50K,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Pathok+25+Pabrik+Jaya/data=!4m7!3m6!1s0x2e7a578e196cf7c9:0xa47522a4f2b4fcdc!8m2!3d-7.7966308!4d110.3580388!16s%2Fg%2F1hm29l42j!19sChIJyfdsGY5Xei4R3Py08qQidaQ?authuser=0&hl=en&rclk=1,google_maps,0.8977,0x2e7a578e196cf7c9_0xa47522a4f2b4fcdc
Bakpia Juwara Satoe - Pathuk Center,Deli,-7.79583,110.362033,Yogyakarta City,"Sosromenduran, Ngampilan","Pathuk, Jl. Jogonegaran",55272,Special Region of Yogyakarta,Yogyakarta,4.6,3797,Setiap hari: 6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,Rp 25–50K,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Juwara+Satoe+-+Pathuk+Center/data=!4m7!3m6!1s0x2e7a591e6a7d1b4f:0x225d0515c65735c5!8m2!3d-7.7958305!4d110.3620331!16s%2Fg%2F11h22xk2gl!19sChIJTxt9ah5Zei4RxTVXxhUFXSI?authuser=0&hl=en&rclk=1,google_maps,0.8384,0x2e7a591e6a7d1b4f_0x225d0515c65735c5
Bakpia Pathok 25 - Raden Oleh-Oleh Jogja Sosrowijayan,Bakery,-7.791889,110.36534,Yogyakarta City,"Sosromenduran, Gedong Tengen",Sosrowijayan St No.7,55271,Special Region of Yogyakarta,Yogyakarta,5.0,447,Sen: 7.00 am–10.00 pm | Sel: 7.00 am–10.00 pm | Rab: 7.00 am–10.00 pm | Kam: 7.00 am–10.00 pm | Jum: 7.00 am–11.00 pm | Sab: 7.00 am–11.00 pm | Min: 7.00 am–11.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,Rp 25–50K,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Pathok+25+-+Raden+Oleh-Oleh+Jogja+Sosrowijayan/data=!4m7!3m6!1s0x2e7a59bd72a27a5f:0xb1a56d68eaeb399b!8m2!3d-7.7918893!4d110.3653402!16s%2Fg%2F11tnl79yqt!19sChIJX3qicr1Zei4Rmznr6mhtpbE?authuser=0&hl=en&rclk=1,google_maps,0.812,0x2e7a59bd72a27a5f_0xb1a56d68eaeb399b
Bakpia Kukus Tugu Jogja - Malioboro: Toko Oleh Oleh Khas Jogja,Bakery,-7.793433,110.365522,Yogyakarta City,"Sosromenduran, Gedong Tengen",Jl. Malioboro No.91,55271,Special Region of Yogyakarta,Yogyakarta,4.9,4567,Setiap hari: 7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,Rp 25–50K,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Kukus+Tugu+Jogja+-+Malioboro:+Toko+Oleh+Oleh+Khas+Jogja/data=!4m7!3m6!1s0x2e7a59c46f4c532f:0x11f2d51afc0dcfe5!8m2!3d-7.7934333!4d110.3655219!16s%2Fg%2F11shk_bvdy!19sChIJL1NMb8RZei4R5c8N_BrV8hE?authuser=0&hl=en&rclk=1,google_maps,0.8808,0x2e7a59c46f4c532f_0x11f2d51afc0dcfe5
Bakpia Kukus Tugu Jogja Stasiun Lempuyangan - Oleh oleh Khas Jogja,Bakery,-7.790169,110.376621,Yogyakarta City,"Bausasran, Danurejan",Jl. Lempuyangan,55211,Special Region of Yogyakarta,Yogyakarta,4.6,4178,Setiap hari: 6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,Rp 25–50K,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Kukus+Tugu+Jogja+Stasiun+Lempuyangan+-+Oleh+oleh+Khas+Jogja/data=!4m7!3m6!1s0x2e7a582c810c641d:0xffdd2f96d4d27c28!8m2!3d-7.790169!4d110.3766214!16s%2Fg%2F11hcfqbqg1!19sChIJHWQMgSxYei4RKHzS1JYv3f8?authuser=0&hl=en&rclk=1,google_maps,0.8417,0x2e7a582c810c641d_0xffdd2f96d4d27c28
Bakpia Jogja Premium Oleh oleh khas Jogja | Bakpia Arjuna,Bakery,-7.801357,110.357565,Yogyakarta City,"Notoprajan, Ngampilan",Jl. KH. Ahmad Dahlan No.109B,55262,Special Region of Yogyakarta,Yogyakarta,5.0,68,Sen: 8.00 am–8.00 pm | Sel: 8.30 am–8.00 pm | Rab: 8.00 am–8.00 pm | Kam: 8.00 am–8.00 pm | Jum: 8.00 am–8.00 pm | Sab: 8.00 am–8.00 pm | Min: 8.00 am–8.00 pm,8.00 am–8.00 pm,8.30 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://www.google.com/maps/place/Bakpia+Jogja+Premium+Oleh+oleh+khas+Jogja+%7C+Bakpia+Arjuna/data=!4m7!3m6!1s0x2e7a5710faf0aef3:0xd4dbe9f4c3a91655!8m2!3d-7.8013572!4d110.3575646!16s%2Fg%2F11q3rjnq95!19sChIJ867w-hBXei4RVRapw_Tp29Q?authuser=0&hl=en&rclk=1,google_maps,0.7466,0x2e7a5710faf0aef3_0xd4dbe9f4c3a91655
BAKPIA KUKUS TUGU JOGJA - MATARAM,Bakery,-7.79373,110.367893,Yogyakarta City,"Suryatmajan, Danurejan",Mataram St No.64,55213,Special Region of Yogyakarta,Yogyakarta,4.6,467,Setiap hari: 7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,7.00 am–10.00 pm,$$,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/BAKPIA+KUKUS+TUGU+JOGJA+-+MATARAM/data=!4m7!3m6!1s0x2e7a59283087c80f:0xe3433940687dc4b4!8m2!3d-7.79373!4d110.3678926!16s%2Fg%2F11fltvn8js!19sChIJD8iHMChZei4RtMR9aEA5Q-M?authuser=0&hl=en&rclk=1,google_maps,0.7655,0x2e7a59283087c80f_0xe3433940687dc4b4
Bakpia Kurnia Sari,Bakery,-7.808497,110.387833,Yogyakarta City,"Warungboto, Umbulharjo",Glagahsari St No.91,55164,Special Region of Yogyakarta,Yogyakarta,4.4,7685,Setiap hari: 8.00 am–8.45 pm,8.00 am–8.45 pm,8.00 am–8.45 pm,8.00 am–8.45 pm,8.00 am–8.45 pm,8.00 am–8.45 pm,8.00 am–8.45 pm,8.00 am–8.45 pm,Rp 25–50K,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Kurnia+Sari/data=!4m7!3m6!1s0x2e7a57705a7ab28f:0x138287e6b0fe41ef!8m2!3d-7.8084969!4d110.3878326!16s%2Fg%2F11b620bq3s!19sChIJj7J6WnBXei4R70H-sOaHghM?authuser=0&hl=en&rclk=1,google_maps,0.8389,0x2e7a57705a7ab28f_0x138287e6b0fe41ef
Bakpia Patuk 75,Bakery,-7.79364,110.353132,Yogyakarta City,"Tegalrejo, Wirobrajan",Jl. HOS Cokroaminoto No.119b,55253,Special Region of Yogyakarta,Yogyakarta,4.5,548,Setiap hari: 8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,Rp 25–50K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Bakpia+Patuk+75/data=!4m7!3m6!1s0x2e7a581f133df96f:0xad6d25d92e2b2cbc!8m2!3d-7.7936403!4d110.3531323!16s%2Fg%2F1hm6f_tkz!19sChIJb_k9Ex9Yei4RvCwrLtklba0?authuser=0&hl=en&rclk=1,google_maps,0.7591,0x2e7a581f133df96f_0xad6d25d92e2b2cbc
Bakpia Pathok 25 Pasar Pathok,Cake shop,-7.796764,110.362246,Yogyakarta City,"Ngupasan, Gondomanan",Jl. Bhayangkara No.6,55261,Special Region of Yogyakarta,Yogyakarta,4.6,567,Setiap hari: 6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,6.00 am–11.00 pm,Rp 25–50K,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Pathok+25+Pasar+Pathok/data=!4m7!3m6!1s0x2e7a57a9596af865:0x64322a39540429ad!8m2!3d-7.796764!4d110.3622464!16s%2Fg%2F11g_zqz5x6!19sChIJZfhqWalXei4RrSkEVDkqMmQ?authuser=0&hl=en&rclk=1,google_maps,0.7723,0x2e7a57a9596af865_0x64322a39540429ad
Bakpia Pathok 25 Bandara Jaya,Cake shop,-7.782877,110.434392,Sleman Regency,"Sambelegi Kidul, Maguwoharjo, Depok",Jl. Nasional 15 No.9,55282,Special Region of Yogyakarta,Yogyakarta,4.4,9442,Setiap hari: 8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,Rp 25–50K,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Pathok+25+Bandara+Jaya/data=!4m7!3m6!1s0x2e7a5a04c5356feb:0xddfa20cb0386857c!8m2!3d-7.7828768!4d110.4343922!16s%2Fg%2F11b6bwdrb1!19sChIJ6281xQRaei4RfIWGA8sg-t0?authuser=0&hl=en&rclk=1,google_maps,0.846,0x2e7a5a04c5356feb_0xddfa20cb0386857c
Bakpia Pathok 25 Jogja Point,Pastry shop,-7.783153,110.415625,Sleman Regency,"Janti, Caturtunggal, Depok",Jl. Raya Janti,55281,Special Region of Yogyakarta,Yogyakarta,4.4,651,Sen: 8.00 am–10.00 pm | Sel: 8.00 am–10.00 pm | Rab: 8.00 am–10.00 pm | Kam: 8.00 am–10.00 pm | Jum: 8.00 am–10.00 pm | Sab: 8.00 am–11.00 pm | Min: 8.00 am–11.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–10.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Pathok+25+Jogja+Point/data=!4m7!3m6!1s0x2e7a59f00afa6da7:0xa750831a8ddacb9a!8m2!3d-7.7831533!4d110.4156255!16s%2Fg%2F11gh35j_f9!19sChIJp236CvBZei4RmsvajRqDUKc?authuser=0&hl=en&rclk=1,google_maps,0.7531,0x2e7a59f00afa6da7_0xa750831a8ddacb9a
Bakpia Pathuk 72 (꧋ꦧꦏ꧀ꦥꦶꦪꦥꦛꦸꦏ꧀꧇꧗꧒꧇),Bakery,-7.795882,110.358349,Yogyakarta City,Ngampilan,,55261,Special Region of Yogyakarta,Yogyakarta,4.7,48,Setiap hari: 6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,https://www.google.com/maps/place/Bakpia+Pathuk+72+%28%EA%A7%8B%EA%A6%A7%EA%A6%8F%EA%A7%80%EA%A6%A5%EA%A6%B6%EA%A6%AA%EA%A6%A5%EA%A6%9B%EA%A6%B8%EA%A6%8F%EA%A7%80%EA%A7%87%EA%A7%97%EA%A7%92%EA%A7%87%29/data=!4m7!3m6!1s0x2e7a5820852ff0b5:0xa5fc07be34213a03!8m2!3d-7.7958822!4d110.3583493!16s%2Fg%2F11cjj3kkm0!19sChIJtfAvhSBYei4RAzohNL4H_KU?authuser=0&hl=en&rclk=1,google_maps,0.6985,0x2e7a5820852ff0b5_0xa5fc07be34213a03
Bakpia Pathok Vista,Bakery,-7.796845,110.36179,Yogyakarta City,Ngampilan,"Jalan Karel Sasuit Tubun, Kios Pasar Senin NG 1/665",55261,Special Region of Yogyakarta,Yogyakarta,4.5,150,Setiap hari: 5.30 am–10.00 pm,5.30 am–10.00 pm,5.30 am–10.00 pm,5.30 am–10.00 pm,5.30 am–10.00 pm,5.30 am–10.00 pm,5.30 am–10.00 pm,5.30 am–10.00 pm,Rp 25–50K,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://www.google.com/maps/place/Bakpia+Pathok+Vista/data=!4m7!3m6!1s0x2e7a582751a04eaf:0xdf3994127b16d2e9!8m2!3d-7.7968446!4d110.3617899!16s%2Fg%2F1hm6lxc9v!19sChIJr06gUSdYei4R6dIWexKUOd8?authuser=0&hl=en&rclk=1,google_maps,0.7141,0x2e7a582751a04eaf_0xdf3994127b16d2e9
Bakpia Raminten Pathok,Bakery,-7.796309,110.3568,Yogyakarta City,Ngampilan,Jl. Letjen Suprapto No.68,55261,Special Region of Yogyakarta,Yogyakarta,4.9,65,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 25–50K,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,https://www.google.com/maps/place/Bakpia+Raminten+Pathok/data=!4m7!3m6!1s0x2e7a59007ca3fffb:0x7be18f5dc74966ec!8m2!3d-7.7963089!4d110.3567999!16s%2Fg%2F11wn7mkxf2!19sChIJ-_-jfABZei4R7GZJx12P4Xs?authuser=0&hl=en&rclk=1,google_maps,0.733,0x2e7a59007ca3fffb_0x7be18f5dc74966ec
Bakpia Pathok 155,Bakery,-7.812804,110.374455,Yogyakarta City,"Keparakan, Mergangsan",Keparakan Kidul Mg 1/1140 RT 55 RW 13,55152,Special Region of Yogyakarta,Yogyakarta,4.9,19,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Bakpia+Pathok+155/data=!4m7!3m6!1s0x2e7a5771feec4b2f:0xd8dd6dd08570ba81!8m2!3d-7.8128042!4d110.374455!16s%2Fg%2F11s620thzt!19sChIJL0vs_nFXei4RgbpwhdBt3dg?authuser=0&hl=en&rclk=1,google_maps,0.6903,0x2e7a5771feec4b2f_0xd8dd6dd08570ba81
Bakpia Pathok Malioboro,Cake shop,-7.7969,110.365159,Yogyakarta City,"Ngupasan, Gondomanan","No.85NgupasanKec, Jl. Margo Mulyo",55122,Special Region of Yogyakarta,Yogyakarta,5.0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Bakpia+Pathok+Malioboro/data=!4m7!3m6!1s0x2e7a57005f738f0d:0x26667e6c78c11cf7!8m2!3d-7.7968998!4d110.365159!16s%2Fg%2F11z3pvj62p!19sChIJDY9zXwBXei4R9xzBeGx-ZiY?authuser=0&hl=en&rclk=1,google_maps,0.6,0x2e7a57005f738f0d_0x26667e6c78c11cf7
Bakpia Pathok 731 Dewa,Deli,-7.797721,110.358355,Yogyakarta City,Ngampilan,Jl. Karel Sasuit Tubun No.69,55261,Special Region of Yogyakarta,Yogyakarta,4.5,265,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 25–50K,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Bakpia+Pathok+731+Dewa/data=!4m7!3m6!1s0x2e7a578b9c9fd1cb:0xbb7b3084553839c5!8m2!3d-7.7977214!4d110.3583553!16s%2Fg%2F11bbx10ywb!19sChIJy9GfnItXei4RxTk4VYQwe7s?authuser=0&hl=en&rclk=1,google_maps,0.7339,0x2e7a578b9c9fd1cb_0xbb7b3084553839c5
BAKPIA PATHOK 25 AHMAD DAHLAN,Deli,-7.801244,110.363531,Yogyakarta City,"Notoprajan, Gondomanan",Jl. KH. Ahmad Dahlan,55122,Special Region of Yogyakarta,Yogyakarta,4.8,13,Setiap hari: 7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,Rp 25–50K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/BAKPIA+PATHOK+25+AHMAD+DAHLAN/data=!4m7!3m6!1s0x2e7a57a3117d7a87:0xf761d544be7fdeef!8m2!3d-7.8012445!4d110.3635314!16s%2Fg%2F11v6fg3rl8!19sChIJh3p9EaNXei4R795_vkTVYfc?authuser=0&hl=en&rclk=1,google_maps,0.6651,0x2e7a57a3117d7a87_0xf761d544be7fdeef
"Bakpia Pathok Reno 751, ꧋ꦧꦏ꧀ꦥꦶꦪꦥꦛꦺꦴꦏ꧀ꦉꦤꦺꦴ꧇꧗꧕꧑꧇",Bakery,-7.798322,110.358285,Yogyakarta City,Ngampilan,Kp Jl. Purwodiningratan No.751,55261,Special Region of Yogyakarta,Yogyakarta,5.0,13,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://www.google.com/maps/place/Bakpia+Pathok+Reno+751,+%EA%A7%8B%EA%A6%A7%EA%A6%8F%EA%A7%80%EA%A6%A5%EA%A6%B6%EA%A6%AA%EA%A6%A5%EA%A6%9B%EA%A6%BA%EA%A6%B4%EA%A6%8F%EA%A7%80%EA%A6%89%EA%A6%A4%EA%A6%BA%EA%A6%B4%EA%A7%87%EA%A7%97%EA%A7%95%EA%A7%91%EA%A7%87/data=!4m7!3m6!1s0x2e7a578beaa585c1:0xcfd218accc61219f!8m2!3d-7.7983217!4d110.3582849!16s%2Fg%2F1pzs7tzn_!19sChIJwYWl6otXei4RnyFhzKwY0s8?authuser=0&hl=en&rclk=1",google_maps,0.6891,0x2e7a578beaa585c1_0xcfd218accc61219f
